CD_MUN,NM_MUN,SIGLA,REGIAO_MUN,AREA_MUN,CNUC,NM_UC,REGIAO_UC,AREA_UC,AREA_SOBREP,PERC_SOBREP,PERC_TOTAL
5102504,Cáceres,MT,Centro-Oeste,2.0773836540084694,0000.00.0075,ESTAÇÃO ECOLÓGICA DA SERRA DAS ARARAS,Centro-Oeste,0.022890764701488975,0.0006286269255180615,0.00030260511788714526,0.005036587018808026
5106505,Poconé,MT,Centro-Oeste,1.454282681442588,0000.00.0175,PARQUE NACIONAL DO PANTANAL MATO-GROSSENSE,,0.11574037782080707,0.11540111296143932,0.0793526007247547,0.07935373230075139
5106505,Poconé,MT,Centro-Oeste,1.454282681442588,0000.00.0062,ESTAÇÃO ECOLÓGICA DE TAIAMÃ,Centro-Oeste,0.009797835016659345,1.645631374721446e-06,1.1315759966893424e-06,0.07935373230075139
5003256,Costa Rica,MS,Centro-Oeste,0.3558870520174753,0000.00.0155,PARQUE NACIONAL DAS EMAS,,0.11336076291445352,0.0032372026337505145,0.00909615175769743,0.00909615175769743
5205471,Chapadão do Céu,GO,Centro-Oeste,0.18681834747137563,0000.00.0155,PARQUE NACIONAL DAS EMAS,,0.11336076291445352,0.012557417404220509,0.06721725983656161,0.06721725983656161
5213103,Mineiros,GO,Centro-Oeste,0.7699237672436464,0000.00.0155,PARQUE NACIONAL DAS EMAS,,0.11336076291445352,0.0975583655552252,0.12671172095970942,0.12671172095970942
5220504,Serranópolis,GO,Centro-Oeste,0.47166916034208056,0000.00.0155,PARQUE NACIONAL DAS EMAS,,0.11336076291445352,7.777321257168105e-06,1.6488933157146764e-05,1.6488933157146764e-05
5106851,Porto Estrela,MT,Centro-Oeste,0.17230035514844907,0000.00.0075,ESTAÇÃO ECOLÓGICA DA SERRA DAS ARARAS,Centro-Oeste,0.022890764701488975,0.022262137775970855,0.1292054085250749,0.1292054085250749
5103007,Chapada dos Guimarães,MT,Centro-Oeste,0.5551918686988417,0000.00.0138,PARQUE NACIONAL DA CHAPADA DOS GUIMARÃES,Centro-Oeste,0.027474236943817232,0.010550217578376361,0.019002831585235663,0.019002831585235663
5103403,Cuiabá,MT,Centro-Oeste,0.42799251421766865,0000.00.0138,PARQUE NACIONAL DA CHAPADA DOS GUIMARÃES,Centro-Oeste,0.027474236943817232,0.016924019365440912,0.03954279293033075,0.03954279293033075
5202502,Aruanã,GO,Centro-Oeste,0.2564752666341437,0000.00.0287,RESERVA EXTRATIVISTA LAGO DO CEDRO,Centro-Oeste,0.014418344847735347,0.014335324120776085,0.05589359281659353,0.05589359281659353
5205513,Cocalzinho de Goiás,GO,Centro-Oeste,0.15048434805951003,0000.00.0003,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO DESCOBERTO,,0.0352261173652687,8.557587037817222e-07,5.686695758174842e-06,5.686695758174842e-06
5200605,Alto Paraíso de Goiás,GO,Centro-Oeste,0.21727626898901992,0000.00.0139,PARQUE NACIONAL DA CHAPADA DOS VEADEIROS,Centro-Oeste,0.2012452125800312,0.06935812455827957,0.31921629030634996,0.31921629030634996
5205307,Cavalcante,GO,Centro-Oeste,0.580467057841659,0000.00.0139,PARQUE NACIONAL DA CHAPADA DOS VEADEIROS,Centro-Oeste,0.2012452125800312,0.06319526251243558,0.10886967943954215,0.10886967943954215
5205521,Colinas do Sul,GO,Centro-Oeste,0.14284695157667526,0000.00.0139,PARQUE NACIONAL DA CHAPADA DOS VEADEIROS,Centro-Oeste,0.2012452125800312,3.16666791013354e-05,0.00022168256831394705,0.00022168256831394705
5214903,Nova Roma,GO,Centro-Oeste,0.17861401216417017,0000.00.0139,PARQUE NACIONAL DA CHAPADA DOS VEADEIROS,Centro-Oeste,0.2012452125800312,0.060686789997773355,0.33976500086675215,0.33976500086675215
